Painting,HueSD_z,SaturationSD_z,Brightness_z,BrightnessSD_z,ColourComponent_z,Entropy_z,StraightEdgeDensity_z,NonStraightEdgeDensity_z,Horizontal_Symmetry_z,Vertical_Symmetry_z
22.jpg,0.932438267103986,-0.8494414966030363,-0.6688010260343866,0.2261705361880711,1.3954740654797295,0.30263977831325173,-0.4767338822451711,0.4047865432243264,-0.0828582394462522,0.500595365236914
23.jpg,1.3945017374593676,-1.3260373617381724,-1.0238980660411963,-0.8389148638444442,0.7223226675798956,-0.0375077110475682,-1.1469566721792714,1.6725878871932154,0.35003441091286164,-0.4206472289891262
24.jpg,1.0581544464101174,-0.1886912516509053,-1.9524416326963705,-0.9919696854700181,-2.6876634140005353,-3.371857359720868,0.02925259134761482,-0.7143713557507048,-1.2530022383161277,-2.2316817456610876
25.jpg,0.3019617194019689,0.102106056800277,-1.3863916140480879,-0.5924284099720892,1.7812310937539635,-0.5565722390310608,1.2202345120795517,-0.2528506011511398,-1.7198472534092901,-1.7061934380015686
26.jpg,1.7664565767291276,-0.7467344571558812,-1.2036872407328798,-0.4515836300434712,0.8385840272590838,0.14591429901318834,0.3889033971836168,0.6067407325859292,-1.5694867810156485,-0.5792110325472357
27.jpg,0.6464651348994699,-0.2153296971684888,-2.1348451857220074,-1.0290247657273726,0.7788487103063763,-2.4433156535062173,-0.13388348544446918,-0.4648844315284129,-2.1624405794067036,-3.0664349924917973
28.jpg,-1.0183757158661408,-0.9265472174768155,-1.2081889509192787,-1.9310538490555138,-0.4716654190915538,-3.021476410067098,-1.6164850213999247,0.6721434073158836,1.2291581406337524,0.7404067375603355
29.jpg,-0.78068806173387,-0.605071776954305,1.688245719261418,-1.2458668879926644,-0.6674816205872216,-0.26934671786166897,-0.5664335492998698,0.3478925647321487,1.213394542721516,0.7902036345455272
30.jpg,-1.244827106931011,-0.4320548412870216,-1.3333153443370758,-1.2826724300414254,-0.2370934960647313,-0.637934389725289,-0.9959843552444384,0.9068802854371023,-0.24413197193298083,-0.40099055912655135
31.jpg,-1.0249795289679038,-1.3325833517554222,0.6787900634743281,-0.2247996685080698,2.8699934304211467,0.1797181031839592,-0.22394763745394874,-0.9840875502028261,0.7720138011788898,0.8255856402981637
32.jpg,0.7946555153704004,0.055036425141609356,-0.7587858194287384,-0.5087293786623448,0.14189646724604063,0.3717022055603851,-0.8576683667561339,2.370299591285496,0.3609476710059487,0.6434338329049633
33.jpg,-0.8899850366511367,-0.5460715904643483,-1.6152926069058418,-0.6050871466442425,-0.66700239822062,-0.9794373686227857,0.017840141956369158,-0.6406988998528254,-0.695213389113907,-1.6695009875914273
34.jpg,1.0306848454504765,-1.5355737309326287,-2.448183870566476,-2.686072160897174,0.05277989632897368,-4.145076881397132,-1.1652172400207637,-0.3088928433032527,1.129726215341183,1.1191252435792918
35.jpg,0.8661383477084966,-0.31251313684353255,0.2823087648958612,1.5750063168017634,0.8926914845519565,-0.44716686809212786,-1.247360168287642,1.3519395317647729,-0.5339396566271782,1.0431194534439991
36.jpg,-0.7238677049827299,0.0002532843459572969,-1.1596429698936674,1.1267372478668014,-0.5183528133027924,-0.7913437759750884,-0.21688455214367688,-0.5223662418706446,-2.7529692088881843,-1.0103473248663934
37.jpg,-0.3956499722731618,0.4277457782216856,-0.6157422577697127,0.6593657466456275,-0.5924901117610326,0.5668979205803172,-0.3174696522625729,0.18644416277592865,-0.8710381350580846,-0.7823299544605173
38.jpg,-0.974978459400648,1.1970170133823028,1.7162215270619279,-0.6225475628321983,-1.0402812733218259,0.31689034824675183,0.020185156460005238,1.2642386253394975,1.0812228371496855,1.0444298981015057
39.jpg,-1.0856034190612383,0.007147268006797474,0.8034232060446729,0.8768646860423868,-0.6019189873904777,0.8671991392569276,-0.2675594300059287,0.6096103410290704,0.5695121972293875,0.3865866800339766
40.jpg,-1.469988978580178,-0.22498626600052601,1.2051200307709433,-1.5868436914355,-2.943441042982921,-0.08303034567934904,-0.2273162912187956,1.0108861599837407,1.0084677698624391,0.6198458290698723
41.jpg,0.11658792234350888,-0.8337966413892433,-0.0328973158935506,-0.42671524363515984,1.3689559722893963,0.4378938078032974,0.05242610686206556,0.07950736684709406,-0.1919908403771215,-0.48485901720687324
42.jpg,0.347912319024856,1.5033551047548164,-1.4775303453411095,-0.14410673599825818,-2.318643506515898,-1.4252789417523004,-0.9550966076194624,0.14428655345144775,-1.3281824745129485,-1.0431084413040201
43.jpg,-1.3914168997786232,-0.558539320189978,0.9352665849179906,-0.087536364567184,-1.130891095251271,-1.5762082508698014,-0.19695338634987758,-0.6015303389680184,0.736848851990054,1.4126648468604197
